Smiles,Standard Value,logIC50
CO[C@H]1O[C@H](COCc2cn(CCCCCOc3cc(O)cc(C(=O)O)c3)nn2)[C@@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,16600,4.779891912
CCOC(=O)C1=CC(c2ccc(Br)cc2)C2=C(CC(C)(C)CC2=O)N1,16600,4.779891912
CO[C@H]1OC=C([C@]2(C)O[C@@H](OC)C[C@]34C[C@@](C)(O)[C@H](CC[C@@H]23)[C@H]4O)C(=O)C1(C)C,16660,4.778325003
CC(C)COC(=O)[C@@H]1Cc2ccc(NS(=O)(=O)O)cc2CN1C(=O)OC(C)(C)C,16700,4.777283529
CC1(C)C[C@H](O)[C@@]2(CO)[C@@H](C1)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)[C@@H](O)[C@H]2O,16790,4.774949304
O=C(O)[C@H](CO)n1cc(CO[C@@H]2O[C@H](COCc3ccccc3)[C@H](OCc3ccccc3)[C@H](OCc3ccccc3)[C@H]2OCc2ccccc2)nn1,16800,4.774690718
CCOS(=O)(=O)/C=C/c1ccc(O[C@@H]2CNC[C@H]2Oc2ccc(/C=C/S(=O)(=O)OCC)cc2)cc1,16800,4.774690718
COc1cc([C@H]2OC[C@@H]3[C@@H](c4cc(OC)c(OC)c(OC)c4)OC[C@H]23)cc(OC)c1OC,16820,4.774174009
Cc1ccccc1-c1ccc(-c2noc(Cc3c[nH]c4ccccc34)n2)s1,16820,4.774174009
CC1=CC(C)(C)N=C2C[C@]3(C(C)C)CC(=O)C(C(C)C)=C3C=C12,16850,4.773400095
CC1=C[C@H](c2c(O)ccc([C@@H]3CC(=O)c4c(O)cc(O)cc4O3)c2O)[C@@H](C(=O)c2ccc(O)cc2O)[C@H](c2ccc(O)cc2O)C1,16900,4.772113295
CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)ccc1O,16900,4.772113295
CCOc1ccc(Oc2ccc(OC(=O)CSc3nnc(-c4ccc(O)c(O)c4)o3)cc2)cc1,16980,4.770062314
O=c1c(Cc2ccc(-c3ccc(O)cc3)cc2)c(-c2ccc(O)cc2)oc2cc(O)ccc12,17000,4.769551079
O=C(O)COc1c(O)cc(-c2ccccc2)cc1OCc1ccc(C(F)(F)F)cc1,17000,4.769551079
O=[N+]([O-])c1ccc(/C=N/NC(=S)Nc2cccc3ccccc23)cc1,17000,4.769551079
COC(=O)c1cccc(S(=O)(=O)Nc2ccc(-c3nc4cc(NS(=O)(=O)c5cccc(C(=O)OC)c5)ccc4o3)cc2)c1,17000,4.769551079
CCCCCCCCCCCCCCCc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(O)c1C(=O)Oc1cc(C)c(C(=O)OC)c(O)c1,17000,4.769551079
CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC(OS(=O)(=O)O)C(C)CCCc1ccoc1,17000,4.769551079
CC1=C[C@@H]2[C@H](C(C)C)CC[C@](C)(N=C=S)[C@@H]2CC1,17000,4.769551079
C=CCN1C(=O)S/C(=C\c2cc(Br)c(OCC=C(C)C)cc2OC)C1=O,17000,4.769551079
COc1cc(O)c(C2COc3cc(O)ccc3C2=O)cc1CC=C(C)C,17200,4.764471553
CC(C)c1ccc(NC(=O)COc2ccc3cc(C(O)(C(F)(F)F)C(F)(F)F)c(O)cc3c2)cc1,17200,4.764471553
CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CNC(=O)c4ccccc4C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,17230,4.763714723
CCOc1ccc(-c2ccc(-c3noc(Cc4c[nH]c5ccccc45)n3)s2)cc1,17260,4.762959209
COc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(CC=C(C)C)c1O,17300,4.761953897
C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1OC(C)=O,17300,4.761953897
COc1cc(-c2coc3c(CC=C(C)C)c(O)c(CC=C(C)C)c(O)c3c2=O)ccc1O,17400,4.759450752
CC(C)=CCc1cc2c(=O)c(-c3ccc(O)cc3O)coc2c(CC=C(C)C)c1O,17400,4.759450752
C=C1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@H]1C,17400,4.759450752
CC1(C)C=C2C(=NN(c3ccccc3[N+](=O)[O-])C(N)=C2C#N)CO1,17498.47,4.756999923
O=S1(=O)C[C@H](O)CS1,17500,4.756961951
O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21,17500,4.756961951
COc1cc(O)c(CC=C(C)C)cc1-c1cc2ccc(O)cc2o1,17500,4.756961951
CC1(C)C=C2C(=NN(c3ccccc3[N+](=O)[O-])C(N)=C2C#N)CO1,17500,4.756961951
CC1(C)[C@@H]2CC(=O)[C@@]1(C)C[C@@H]2O,17580,4.754981129
O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(C(F)(F)C(=O)O)cc2)cc1,17700,4.752026734
C/C=C/C(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C,17800,4.749579998
CCOC(=O)/C(C)=C\C(C)=C\c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)C2CCCC2)n1,17890,4.747389659
COc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc2c1OC(C)(CO)C=C2,17900,4.747146969
O=C1C(=O)c2cc(-c3ccccc3F)ccc2-c2ccccc21,18000,4.744727495
O=C(O)c1ccc(CN2C(=O)S/C(=C\c3cccc(Oc4ccccc4)c3)C2=O)cc1,18000,4.744727495
O=C(Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2)c1ccccc1F,18000,4.744727495
O=C(COCc1ccccc1)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,18000,4.744727495
Nc1nc(N)c2nc(CN3CCN(Cc4ccc(-c5ccccc5)cc4)CC3)nnc2n1,18000,4.744727495
COc1cccc(S(=O)(=O)Nc2ccc(-c3nc4cc(NS(=O)(=O)c5cccc(OC)c5)ccc4o3)cc2)c1,18000,4.744727495
CCCCCCCCCC(=O)Nc1ccc(S(=O)(=O)NC(=O)c2ccc3cc(C(F)(F)P(=O)(O)O)ccc3c2)cc1,18000,4.744727495
Cc1cc2occ(C=O)c(=O)c2cc1Cl,18000,4.744727495
CC1=CCC[C@@H]2[C@]1(C)CC[C@H](C)[C@@]2(C)CC1=CC(=O)C=C(N)C1=O,18000,4.744727495
C=C1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@H]1C,18000,4.744727495
CCOC(=O)/C(C)=C\C(C)=C\c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)c2ccco2)n1,18020,4.744245213
CSc1ccnc(C[S+]([O-])c2nc3cc(OC(C)C)ccc3[nH]2)c1,18200,4.739928612
COc1cc(C2CC(=O)c3c(O)cc(O)cc3O2)cc2c1OC(C)(C)C=C2,18200,4.739928612
COc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc2c1OC(C)(C)C(O)C2,18200,4.739928612
CC(C)=CCc1c([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc2c(c1O)OC(C)(C)C(O)C2O,18200,4.739928612
C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1OC,18300,4.73754891
CCCOc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)c2)cc1,18360,4.736127323
COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(OS(C)(=O)=O)cc1,18400,4.735182177
CCOS(=O)(=O)/C=C/c1ccc(OCc2cccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c2)cc1,18400,4.735182177
COc1ccc(-c2cnc(-c3cc(O)c(O)c(Br)c3)o2)cc1Br,18470,4.733533105
CO[C@H]1O[C@H](Cn2cc(COC[C@H](NC(=O)OC(C)(C)C)C(=O)O)nn2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@@H]1OCc1ccccc1,18500,4.732828272
O=C(Nc1ccccc1)c1ccc(-c2ccc(C(=O)Nc3ccccc3)cc2)cc1,18540,4.73189027
COC(=O)C1=C(C(C)C)NC(=S)N[C@H]1/C=C/c1ccccc1,18550,4.731656086
CCOC(=O)C(CCCOc1cccc(OCCN2CCCC2)c1C(=O)CC)C(=O)OCC,18600,4.730487056
COc1cc([C@@H]2OC[C@@H]3[C@H](c4ccc(O)c(OC)c4)OC[C@H]23)ccc1O,18690,4.728390699
O=C1Nc2ccc(S(=O)(=O)NCc3ccc(Cl)cc3)cc2/C1=N/Nc1cccc(C(=O)O)c1,18800,4.725842151
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@@H]1O,18800,4.725842151
COc1c(/C=C/C(C)(C)O)cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1CC=C(C)C,18900,4.723538196
CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc2ccoc12,18900,4.723538196
CC(C)[C@@H]1CC[C@@H](C)[C@]2(O)C[C@@H]3[C@H](c4ccccc4)c4c(O)c(C=O)c(O)c(C=O)c4O[C@]3(C)C=C12,18900,4.723538196
CC(C)[C@@H]1CC[C@@H](C)[C@]2(O)C[C@@H]3[C@H](c4ccccc4)c4c(O)c(C=O)c(O)c(C=O)c4O[C@]3(C)C=C12,18900,4.723538196
O=C(Nc1ccc(-c2ccc(NC(=O)c3ccc(F)cc3)cc2)cc1)c1ccc(F)cc1,18970,4.721932669
O=S(=O)(Nc1ccc(-c2nc3cc(NS(=O)(=O)c4ccc(Cl)s4)ccc3o2)cc1)c1ccccc1,19000,4.721246399
O=C1NC(=O)/C(=C/c2ccc(OCc3ccc(S(=O)(=O)N4CCOCC4)cc3)cc2OCc2ccc(C(F)(F)F)cc2)S1,19000,4.721246399
O=C1C(=O)c2cc(-c3cc4ccccc4o3)ccc2-c2ccccc21,19000,4.721246399
O=C(O)c1cc(-c2ccccc2)cc(Cc2cc(-c3ccccc3)cc(C(=O)O)c2O)c1O,19000,4.721246399
O=C(O)c1cc(-c2ccccc2)cc(Cc2cc(-c3ccccc3)cc(C(=O)O)c2O)c1O,19000,4.721246399
O=C(O)C(=O)c1ccc(OCc2ccccc2COc2ccc(C(=O)C(=O)O)cc2)cc1,19000,4.721246399
O=C(Cn1cc(-c2c(-c3ccccc3)oc3cc(O)c(C(=O)O)cc23)nn1)Nc1ccc(N2CCOCC2)cc1,19000,4.721246399
O=C(Cn1cc(-c2c(-c3ccccc3)oc3cc(O)c(C(=O)O)cc23)nn1)Nc1ccc(N2CCOCC2)cc1,19000,4.721246399
O=C(Cn1cc(-c2c(-c3ccccc3)oc3cc(O)c(C(=O)O)cc23)nn1)Nc1ccc(N2CCOCC2)cc1,19000,4.721246399
NS(=O)(=O)c1cc(-c2ccc(CSCc3ccc(CS(=O)(=O)O)c(Br)c3)cc2)ccc1Br,19000,4.721246399
COC(=O)[C@@H]1Cc2ccc(NS(=O)(=O)O)cc2CN1C(=O)OC(C)(C)C,19000,4.721246399
CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc2c1OC(C)(C)C(O)C2O,19000,4.721246399
CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(OCC(=O)O)c(C(=O)O)c1)C(=O)N[C@@H](CC(C)C)C(N)=O,19000,4.721246399
C[C@H]1CCC[C@@H](C)N1NC(=O)c1ccc(Cl)c(S(=O)(=O)NC(=O)c2ccc3cc(C(F)(F)P(=O)(O)O)ccc3c2)c1,19000,4.721246399
C#Cc1cccc(C(F)(F)P(=O)(O)O)c1,19000,4.721246399
C#Cc1cccc(C(F)(F)P(=O)(O)O)c1,19000,4.721246399
CCOC(=O)/C(C)=C/C(C)=C/c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)C2CCCCC2)n1,19020,4.720789487
CC(C)C1=C(Nc2ccc([N+](=O)[O-])cc2)c2ccccc2C(=O)C1=O,19080,4.71942163
CC(C)[C@@H]1CC[C@@H](C)[C@H]2C[C@]34O[C@H]([C@]12O)[C@@]3(C)Oc1c(C=O)c(O)c(C=O)c(O)c1[C@H]4c1ccccc1,19100,4.718966633
CC(C)[C@@H]1CC[C@@H](C)[C@H]2C[C@]34O[C@H]([C@]12O)[C@@]3(C)Oc1c(C=O)c(O)c(C=O)c(O)c1[C@H]4c1ccccc1,19100,4.718966633
C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,19100,4.718966633
C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,19100,4.718966633
C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,19100,4.718966633
COCCc1ccc(Oc2ccc(-c3cnc(-c4ccc(O)c(O)c4)o3)cc2)cc1,19140,4.718058067
CCOC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5[nH]ncc5C[C@]4(C)[C@H]3CC[C@@]21C,19164,4.717513838
COc1ccc2c3ccn(C)c4cc(=O)c(=O)n(c3-4)c2c1,19180,4.717151397
COc1cc([C@@H]2CC(=O)c3ccc(O)cc3O2)cc(CC=C(C)C)c1O,19200,4.716698771
COc1cc([C@@H]2CC(=O)c3ccc(O)cc3O2)cc(CC=C(C)C)c1O,19200,4.716698771
CCCCNCCCOc1cccc(O)c1C(=O)CC,19200,4.716698771
C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(OC(C)=O)cc2)c(OC)cc1O,19200,4.716698771
C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,19260,4.715343717
O=C(Nc1ccc(-c2ccc(NC(=O)c3ccco3)cc2)cc1)c1ccco1,19270,4.715118285
O=C1Nc2ccc(S(=O)(=O)NCCc3ccc(Cl)cc3Cl)cc2/C1=N/Nc1cccc(C(=O)O)c1,19300,4.714442691
O=C(O[C@@H]1[C@@H](O)[C@H](Oc2cc(O)cc(O)c2C(=O)CCc2ccc(O)cc2)O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]21)c1cc(O)c(O)c(O)c1,19300,4.714442691
COc1ccc2c(c1CC=C(C)C)O[C@H]1c3ccc(O)cc3OC[C@@]21OC,19300,4.714442691
CO[C@H]1O[C@H](COCc2cn(CCCCOc3cc(O)cc(C(=O)O)c3)nn2)[C@@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,19300,4.714442691
CC1=NN(c2cccc(Cl)c2)C(=O)/C1=C\c1ccc(-c2ccc(C(=O)O)c(Cl)c2)o1,19300,4.714442691
O=C1Nc2ccc(S(=O)(=O)NCc3ccccc3Cl)cc2/C1=N/Nc1cccc(C(=O)O)c1,19400,4.71219827
COCc1ccc(-c2ccc(O)cc2O)c(C(O)(c2ccc(O)cc2)c2ccc(O)cc2)c1C#Cc1ccc(O)cc1,19400,4.71219827
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OCC(=O)O)c(OCC(=O)O)c1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,19400,4.71219827
CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(O)c1O,19400,4.71219827
C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(OC)cc2)c(OC)cc1OC(C)=O,19400,4.71219827
O=C(O)c1ccc(CN2C(=O)/C(=C/c3ccc(O)c(C(=O)O)c3)S/C2=N\c2ccccc2)cc1,19500,4.709965389
Cc1ccc2nc(NS(=O)(=O)c3ccc([N+](=O)[O-])cc3)sc2c1,19500,4.709965389
CC(C)=CCc1c(O)ccc2c1OC[C@H]1c3ccc(O)cc3O[C@@H]21,19500,4.709965389
C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,19500,4.709965389
COc1cc([C@H]2Oc3ccc(C(=O)O)cc3O[C@@H]2CO)ccc1O,19560,4.70863115
Cc1ccc(NC2=C(C(C)C)C(=O)C(=O)c3ccccc32)cc1,19590,4.707965564
Cc1ccc(C2=CC(c3ccccc3)C3=C(CC(C)(C)CC3=O)N2)cc1,19600,4.707743929
CO[C@H]1O[C@H](COCc2cn(CCCOc3cc(O)cc(C(=O)O)c3)nn2)[C@@H](OC(=O)c2ccccc2)[C@H](OC(=O)c2ccccc2)[C@H]1OC(=O)c1ccccc1,19700,4.705533774
CC(C)=C1CC=C([C@H]2CC[C@]3(C)[C@@H]2CC[C@@H]2C4=C(CC[C@]23C)C(C)(C)[C@@H]2CC[C@H]4O2)C1=O,19700,4.705533774
Brc1cccc(-c2noc(Cc3c[nH]c4ccccc34)n2)c1,19720,4.705093089
Cn1ccc2c3n(c(=O)c(=O)cc1-3)c1ccccc21,19800,4.70333481
C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(OC)cc2)c(OC)cc1OC,19800,4.70333481
CCOC(=O)/C(C)=C\C(C)=C\c1csc([C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)C2CC2)n1,19850,4.702239489
CO[C@@H]1C[C@]23C[C@@](C)(O)[C@H](CC[C@H]2[C@](C)(C2=CO[C@H](OC)C(C)(C)C2=O)O1)[C@H]3O,19880,4.70158362
O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2cc(F)c(OCC(=O)O)c(F)c2)cc1,19900,4.701146924
O=Cc1coc2ccc(Br)cc2c1=O,20000,4.698970004
O=Cc1coc2c(Br)cc(Br)cc2c1=O,20000,4.698970004
O=C(O)c1cc(Cc2cc(C(=O)O)c(O)c(-c3ccccc3)c2)cc(-c2ccccc2)c1O,20000,4.698970004
O=C(O)c1cc(Cc2cc(C(=O)O)c(O)c(-c3ccccc3)c2)cc(-c2ccccc2)c1O,20000,4.698970004
O=C(O)C(=O)CC(=O)c1ccccc1F,20000,4.698970004
O=C(O)C(=O)CC(=O)c1ccccc1,20000,4.698970004
O=C(O)C(=O)CC(=O)c1cccc(OCc2ccccc2)c1,20000,4.698970004
O=C(O)C(=O)CC(=O)c1cccc(N(Cc2ccccc2)Cc2ccccc2)c1,20000,4.698970004
O=C(O)C(=O)CC(=O)c1ccc(C(F)(F)F)cc1,20000,4.698970004
O=C(O)/C(O)=C/C(=O)c1cccc(CN(Cc2ccccc2)Cc2ccccc2)c1,20000,4.698970004
CCCc1sc(NS(=O)(=O)/C=C/c2ccc(F)c(F)c2)nc1-c1ccc(Cl)cc1,20000,4.698970004
CCCc1sc(NS(=O)(=O)/C=C/c2ccc(C)cc2)nc1-c1ccc(C(F)(F)F)cc1,20000,4.698970004
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(=O)(=O)NC(=O)c2ccc3cc(C(F)(F)P(=O)(O)O)ccc3c2)c1,20000,4.698970004
Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,20000,4.698970004
CC(=O)O[C@@H]1[C@H](O)[C@]2(C)C(=CC[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]32C)[C@@H]2CC(C)(C)C[C@H](O)[C@@]21CO,20030,4.698319051
C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,20100,4.696803943
COc1ccc(CC/C(O)=C2\C(=O)C(CC=C(C)C)=C3OC(C)(C)C=CC3(CC=C(C)C)C2=O)cc1O,20200,4.694648631
C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@@H]1C3,20200,4.694648631
COc1cc2nccc3c4ccccc4n(c1=O)c23,20300,4.692503962
COC(=O)CN(c1ccc(CN(c2ccc(CN(Cc3ccc(C)cc3)S(C)(=O)=O)cc2)S(=O)(=O)Cc2ccccc2)cc1)S(C)(=O)=O,20338,4.691691757
CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CNC(=O)c4ccccc4C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,20370,4.691008971
CCOC(=O)C(CCCOc1cccc(OCCN(C)C)c1C(=O)CC)C(=O)OCC,20400,4.690369833
CC(=O)O[C@@H]1[C@@H](C(=O)O)O[C@@H](C2=CC(=O)C=CC2=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,20430,4.689731633
COC(=O)c1scc(-c2ccc(NC(=O)c3cc(I)ccc3F)cc2)c1OC,20560,4.68697689
O=C1N=C(NCCCCCNC2=NC(=O)/C(=C/c3ccc(O)cc3)S2)S/C1=C\c1ccc(O)cc1,20600,4.68613278
CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)cc(CC=C(C)C)c1O,20600,4.68613278
C=CCc1cc(/C=C2\SC(=O)N(CCCC)C2=O)c(OC)cc1OC1CCCCO1,20600,4.68613278
C=C(C)C(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,20700,4.684029655
C=C(C)[C@H](C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,20700,4.684029655
COc1ccc2c(c1CC=C(C)C)O[C@H]1c3cc(CC=C(C)C)c(O)cc3OC[C@@]21O,20800,4.681936665
CCOc1ccc(Oc2ccc(-c3cnc(-c4ccc(O)c(O)c4)o3)cc2)cc1,20820,4.681519275
CO[C@H]1O[C@H](Cn2cc(COC[C@H](NC(=O)OC(C)(C)C)C(=O)O)nn2)[C@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,20900,4.679853714
COc1ccc(Cl)cc1S(=O)(=O)Nc1ccc(-c2nc3ccccc3o2)cc1,21000,4.677780705
CN1CCN(Cc2nnc3nc(N)nc(N)c3n2)CC1,21000,4.677780705
C[C@H]1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CC(CCc1ccccc1)C(C(=O)O)C(=O)O,21000,4.677780705
COc1c(CC=C(C)C)cc([C@@H]2CC(=O)c3ccc(O)cc3O2)cc1CC=C(C)C,21200,4.673664139
C[C@]1(O)CC[C@@H]2[C@]34CCC[C@](C)(C(=O)OC3)[C@@H]4CC[C@@]2(C)[C@@H]1Cc1cc(O)ccc1O,21200,4.673664139
O=C(CSc1nnc(-c2ccc(O)c(O)c2)o1)Oc1ccc(Oc2ccc(OCc3ccccc3)cc2)cc1,21370,4.670195478
O=C(CSc1nnc(-c2ccc(O)c(O)c2)o1)Oc1ccc(C(F)(F)F)cc1,21380,4.669992299
O=C(Nc1ccc(O)cc1)/C(=C/c1c[nH]c2ccccc12)NC(=O)c1ccccc1,21500,4.66756154
CC(C)=CCc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc(O)c1O,21500,4.66756154
CC(C)=CCc1cc(C(=O)/C=C/c2ccc(O)c(O)c2)c(O)cc1O,21500,4.66756154
CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C,21500,4.66756154
OCc1ccc(-c2ccc(O)cc2O)c(C(O)(c2ccc(O)cc2)c2ccc(O)cc2)c1C#Cc1ccc(O)cc1,21600,4.665546249
O=C(O)c1ccc(/C=C2/SC(=S)N(Cc3ccccc3)C2=O)cc1,21600,4.665546249
C=C(C)/C=C/c1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(CC=C(C)C)c1OC,21600,4.665546249
Cc1cccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)n2)c1,21670,4.664141089
O=C(NC(Cc1ccc2cc(OCc3ccc(Cl)cc3)ccc2c1)C(=O)O)c1ccccc1,21690,4.663740448
O=C1OC[C@H]2O[C@@H](Oc3cc(O)c(C(=O)CCc4ccccc4)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O,21700,4.663540266
Oc1ccc([C@H]2OC[C@@H]3[C@H](c4ccc(O)c(O)c4)OC[C@H]23)cc1O,21860,4.660349842
Oc1ccc(-c2cccc(-c3noc(Cc4c[nH]c5ccccc45)n3)c2)cc1,21930,4.658961368
O=C1ON=C(c2ccccc2)/C1=C\c1ccccc1OCc1ccccc1Cl,22000,4.657577319
COC(=O)COC(=O)c1ccc(CN2C(=O)/C(=C\c3ccc(OCC(=O)OC)cc3)N(Cc3ccccc3)C2=O)cc1,22000,4.657577319
CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccccc3)cs2)cc1,22000,4.657577319
CC(C)c1ccc2occ(C=O)c(=O)c2c1,22000,4.657577319
COC(=O)C1=CO[C@@]2(C)C[C@@H](O)[C@H]1[C@@H]2CO,22200,4.653647026
COC(=O)C1=CO[C@@]2(C)C[C@@H](O)[C@H]1[C@@H]2CO,22200,4.653647026
C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,22200,4.653647026
COC(=O)c1scc(-c2ccc(NC(=O)c3ccc(OC)nc3)cc2)c1OC,22250,4.652669985
COc1cc(OC)c(/C=C2\SC(=O)N(C)C2=O)cc1Br,22300,4.651695137
CO[C@H]1O[C@H](Cn2cc(CO[C@@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)O)nn2)[C@@H](OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1OCc1ccccc1,22300,4.651695137
COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCCC(=O)O)c1,22320,4.65130581
COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCCC(=O)O)c1,22360,4.650528201
O=C(OC1CS[S+]([O-])C1)c1ccc(I)cc1,22380,4.650139918
O=C(OC1CSSC1)c1ccc([N+](=O)[O-])cc1,22560,4.646660905
CC(C)=CCc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc(CC=C(C)C)c1O,22600,4.645891561
