Smiles,Standard Value,logIC50
CC(C)=CCc1c(O)ccc([C@H]2COc3cc(O)c(CC=C(C)C)c(O)c3C2=O)c1O,840,6.075720714
CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)Nc3ccc(Oc4ccccc4F)cc3)c2)cc1,850,6.070581074
Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(/C(=C/Cn2oc(=O)n(CC(=O)O)c2=O)c2ccccc2)c1,850,6.070581074
O=C1C=C(c2ccccc2)c2ccccc2C1=O,860,6.065501549
COc1cc(CC(=O)NCC(NC(=O)C(CCCNC(=O)c2cccc(I)c2)NC(=O)C(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)NC(=O)c2ccc(C)c(Br)c2)C(N)=O)ccc1O,860,6.065501549
CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)Nc3ccc(Oc4ccccc4)cc3)c2)cc1,860,6.065501549
O=C(O)[C@@H](Cc1ccccc1)Oc1c(Br)cc(-c2c3ccccc3c(Br)c3oc4ccccc4c23)cc1Br,870,6.060480747
COc1ccc(OC)c([C@@H]2O[C@H](Cn3cc(COC(=O)c4cccc(C(=O)OCc5cn(C[C@H]6O[C@@H](c7cc(OC)ccc7OC)[C@H](OC(=O)c7ccccc7)[C@@H](OC(=O)c7ccccc7)[C@@H]6OC(=O)c6ccccc6)nn5)c4)nn3)[C@@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c1,870,6.060480747
CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)Nc3ccc(Oc4ccccc4C(F)(F)F)cc3)c2)cc1,870,6.060480747
CCCCCc1c2c(cc(O)c1C(=O)O)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2,870,6.060480747
Cc1ccc(Oc2ccc(-c3cnc(-c4cc(O)c(O)c(Br)c4Br)o3)cc2)cc1,870,6.060480747
COc1ccc(OC)c([C@@H]2O[C@H](Cn3cc(COC(=O)c4cccc(C(=O)OCc5cn(C[C@H]6O[C@@H](c7cc(OC)ccc7OC)[C@H](OC(=O)c7ccccc7)[C@@H](OC(=O)c7ccccc7)[C@H]6OC(=O)c6ccccc6)nn5)c4)nn3)[C@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c1,880,6.055517328
CC1(C)CC[C@]2(CCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,880,6.055517328
CC1(C)CC[C@]2(C(=O)OCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,880,6.055517328
CC1(C)CC[C@]2(C(=O)OCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,880,6.055517328
CCCCOc1ccc(S(=O)(=O)N(Cc2ccc(N(CC(=O)OC)S(C)(=O)=O)cc2)c2ccc(CN(Cc3ccccc3)S(C)(=O)=O)cc2)cc1,896,6.04769199
O=C(O)c1ccc(-c2ccc(Cc3c(-c4ccc(O)cc4)oc4ccccc4c3=O)cc2)cc1O,900,6.045757491
CCCCCc1c(Oc2cc(OC)cc3c2C(=O)OC3(O)CCCC)c(O)cc(O)c1C(=O)O,900,6.045757491
Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1-c1ccc(-c2ccc(OCn3cnnn3)cc2)cc1,900,6.045757491
CCCOc1ccc(S(=O)(=O)N(Cc2ccc(N(CC(=O)OC)S(C)(=O)=O)cc2)c2ccc(CN(Cc3ccccc3)S(C)(=O)=O)cc2)cc1,902,6.044793462
CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)Nc3ccc(Oc4ccc(C(C)(C)C)cc4)cc3)c2)cc1,910,6.040958608
Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1,912.01,6.0400004
O=C(O)CCC(=O)Nc1cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)ccc1O,912.01,6.0400004
Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1,920,6.036212173
O=C(O)CCC(=O)Nc1cc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)ccc1O,920,6.036212173
COC(=O)CCc1ccc2c(c1)C(n1ccc3ccccc31)=CC(=O)C2=O,920,6.036212173
COC(=O)c1c(O)cccc1OC/C=C/c1cccc(-c2onc(C(=O)O)c2CO)c1,920,6.036212173
CCCCCOc1ccc2c(c1)C(=O)C(=O)C=C2c1ccccc1,920,6.036212173
NS(=O)(=O)c1ccccc1-c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(c2ccccc2)n2nnc3ccccc32)cc1,930,6.031517051
CO[C@@H]1C2C(=O)c3c(O)c(C/C=C(\C)CCC=C(C)C)c(O)c(CC=C(C)C)c3O[C@@]23[C@H]2C[C@@H]1C(=O)[C@]3(C/C=C(/C)C(=O)O)OC2(C)C,930,6.031517051
CC1(C)CN=C(C(Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)NS(=O)(=O)c2cccc(C(F)(F)F)c2)N1,930,6.031517051
CCCOc1ccc(N(Cc2ccc(N(CC(=O)OC)S(C)(=O)=O)cc2)S(=O)(=O)Cc2ccccc2)cc1C(=O)OC,936,6.028724151
CS(=O)(=O)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(C(=O)OCc2ccccc2)C(=O)OCc2ccccc2)cc1,940,6.026872146
COC(=O)CCC1=C(n2ccc3ccccc32)c2ccc(CCC(=O)OC)cc2C(=O)C1=O,940,6.026872146
CC(C)(C)N.CCCCCC(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O,940,6.026872146
CC(=O)N[C@@H](Cc1ccc([C@@H]2CC(=O)NS2(=O)=O)cc1)c1nc2ccccc2[nH]1,940,6.026872146
CC(C)(C)N.CC(C)=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O,950,6.022276395
COC(=O)c1ccc(COc2ccc(/C=C3\C(=O)N(Cc4ccc(C(=O)OC)cc4)C(=O)N3Cc3ccccc3)cc2)cc1,960,6.017728767
CNc1nc(N)nc2nc(-c3cc(Cl)ccc3Cl)ccc12,960,6.017728767
O=C1CC(c2ccc(C[C@H](Nc3nc4cc(Cl)ccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,970,6.013228266
O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3ccsc3Cc3ccccc3)cc2)cc1,970,6.013228266
CC(C)=CCc1cc(/C=C/C(=O)c2ccc(O)cc2O)ccc1O,970,6.013228266
CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1ccc(OCC)c(C(=O)Nc2cccc(OC)c2)c1,981,6.008330993
O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)Cc2cccs2)cc1,1000,6
O=C(O)COc1c(F)cc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1F,1000,6
O=C(O)c1ccc(-c2ccc(Cc3c(-c4ccc(O)cc4)oc4cc(O)ccc4c3=O)cc2)cc1O,1000,6
N[C@@H](Cc1ccc(OC(F)(C(=O)O)C(=O)O)cc1)C(=O)O,1000,6
FC(F)(F)Sc1ccc(NCc2ccccc2)cc1,1000,6
COC(c1ccc(C)cc1)c1cnn2c(-c3ccccc3)cc3c(Cl)cccc3c12,1000,6
COC(=O)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)OCc1ccccc1,1000,6
CNc1nc(N)nc2nc(-c3ccccc3C(F)(F)F)c(S(C)(=O)=O)cc12,1000,6
CCCCCCCCCCCCCCCC(=O)C1=C(O)OC(C)(C)OC1=O,1000,6
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,1000,6
CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](NCCCNCCCCNCCCN)C[C@@H]1C[C@H]3O)OS(=O)(=O)O,1000,6
CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](NCCCNCCCCNCCCN)C[C@@H]1C[C@H]3O)OS(=O)(=O)O,1000,6
CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(OC(F)(C(=O)O)C(=O)O)cc1)C(=O)N[C@@H](CC(C)C)C(N)=O,1000,6
CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(OC(F)(C(=O)O)C(=O)O)cc1)C(=O)N[C@@H](CC(C)C)C(N)=O,1000,6
O=C(O)COc1ccc(CC2=C(n3ccc4ccccc43)c3ccccc3C(=O)C2=O)cc1,1010,5.995678626
O=C(CCc1c[nH]c2ccccc12)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)c1nc(C(=O)Nc2cccc(C(=O)O)c2)c(-c2ccccc2)s1,1010,5.995678626
CCOC(=O)c1ccc(CCC2=C(c3ccccc3)c3ccccc3C(=O)C2=O)cc1,1010,5.995678626
C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C(C)=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O.CC(C)(C)N,1020,5.991399828
CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CNC(=O)c4ccccc4C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,1030,5.987162775
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,1030,5.987162775
CC(C)c1ccc(Oc2ccc(-c3cnc(-c4cc(O)c(O)c(Br)c4Br)o3)cc2)cc1,1030,5.987162775
CC(C)=CCc1cc([C@@H]2CC(=O)c3c(cc(O)c(CC=C(C)C)c3O)O2)ccc1O,1030,5.987162775
CC(C)(C)N.Cc1oc(/C=C/CCC(C)C)nc1CCOc1ccc2c(c1)CN(C(=O)/C=C/c1cccs1)[C@H](C(=O)O)C2,1050,5.978810701
CC(C)(C)N.Cc1oc(/C=C/CCC(C)C)nc1CCOc1ccc2c(c1)CN(C(=O)/C=C/C1CC1)[C@H](C(=O)O)C2,1050,5.978810701
Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,1070,5.970616222
COc1ccc(Oc2ccc(-c3cnc(-c4cc(O)c(O)c(Br)c4)o3)cc2)cc1,1070,5.970616222
CCOS(=O)(=O)/C=C/c1ccc(O[C@@H]2CN(C(=O)C(=O)Nc3ccc(Oc4ccccc4)cc3)C[C@H]2Oc2ccc(/C=C/S(=O)(=O)OCC)cc2)cc1,1070,5.970616222
CCOC(=O)COc1ccc(C2=CC(=O)C(=O)c3ccccc32)cc1,1070,5.970616222
Oc1ccc(Cc2sc3ccccc3c2-c2ccc(-c3ccc(O)cc3)cc2)cc1,1071.52,5.969999718
Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,1071.52,5.969999718
Oc1ccc(Cc2sc3ccccc3c2-c2ccc(-c3ccc(O)cc3)cc2)cc1,1080,5.966576245
O=C(c1ccc(O)cc1)c1oc2ccccc2c1-c1ccc(-c2ccc(O)cc2)cc1,1080,5.966576245
CCCCCCCCCCc1ccc(NC(=O)C(=O)N2C[C@H](Oc3ccc(CCS(=O)(=O)OCC)cc3)[C@H](Oc3ccc(/C=C/S(=O)(=O)OCC)cc3)C2)cc1,1080,5.966576245
N#CC1=C(N)N(c2ccccc2)N=C2CSCC=C21,1099.01,5.958998356
O=C1CC(c2ccc(C[C@H](Nc3nc4c(Br)cccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,1100,5.958607315
O=C(O)c1ccc(CN2C(=O)S/C(=C\c3cccc(OCc4ccccc4)c3)C2=O)cc1,1100,5.958607315
O=C(O)c1ccc(CN2C(=O)/C(=C/c3ccc(OCc4ccccc4)cc3)S/C2=N\c2ccccc2)cc1,1100,5.958607315
O=C(O)c1ccc(CN2C(=O)/C(=C/c3ccc(Oc4ccccc4)cc3)S/C2=N\c2ccccc2)cc1,1100,5.958607315
N#Cc1ccc2sc(N[C@@H](Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)c3nc4ccccc4[nH]3)nc2c1,1100,5.958607315
N#CC1=C(N)N(c2ccccc2)N=C2CSCC=C21,1100,5.958607315
COc1cc(CN(Cc2ccc(S(=O)(=O)N(C)C)cc2)S(=O)(=O)c2ccc(OCC(=O)O)cc2)ccc1C(F)(F)P(=O)(O)O,1100,5.958607315
COc1cc(/C=C2\SC(=O)N(Cc3ccc(C(=O)O)cc3)C2=O)ccc1OCCc1ccccc1,1100,5.958607315
CN(C)S(=O)(=O)c1ccc(CN(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)S(=O)(=O)c2ccc(OCC(=O)O)cc2)cc1,1100,5.958607315
CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)Nc3ccc(Oc4cccc(-c5ccccc5)c4)cc3)c2)cc1,1100,5.958607315
CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)Nc3ccc(F)cc3)c2)cc1,1100,5.958607315
CCCCCCCCCCCCCCCC(=O)C1=C(O)OC(CC)(CC)OC1=O,1100,5.958607315
CCCCc1oc2ccccc2c1C(O)c1ccc2cc(O)ccc2c1,1100,5.958607315
CCCCc1oc2ccccc2c1C(=O)c1ccc2c(Br)c(OCn3cnnn3)ccc2c1,1100,5.958607315
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,1100,5.958607315
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,1100,5.958607315
COc1cc(C(=O)OC2OC[C@@H](OC(=O)c3cc(Br)c(OC)c(OC)c3)[C@H](OC(=O)c3cc(Br)c(OC)c(OC)c3)[C@H]2OC(=O)c2cc(Br)c(OC)c(OC)c2)cc(Br)c1OC,1110,5.954677021
O=C(O[C@H]1[C@H](C2=CC(=O)c3ccccc3C2=O)O[C@H](C(=O)O)[C@H](OC(=O)c2ccccc2)[C@@H]1OC(=O)c1ccccc1)c1ccccc1,1120,5.950781977
O=C(CCc1c[nH]c2ccccc12)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)c1nc(C(=O)Nc2cc(C(=O)O)ccc2F)c(-c2ccccc2)s1,1120,5.950781977
O=C1C=C(c2c[nH]c3ccccc23)c2ccccc2C1=O,1130,5.946921557
CNc1nc(N)nc2nc(-c3c(N4CCOCC4)cccc3C(F)(F)F)ccc12,1150,5.93930216
CCCCc1oc2ccccc2c1Cc1ccc(-c2ccc(OCC(=O)O)cc2)cc1,1150,5.93930216
C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(CCCCC(C)C)oc3C)ccc2C[C@H]1C(=O)O.CC(C)(C)N,1150,5.93930216
O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4nccs4)sc4ccccc34)cc2)cc1,1160,5.935542011
CNc1nc(N)nc2nc(-c3ccccc3Cl)ccc12,1160,5.935542011
CC(=O)Oc1cc(S(=O)(=O)Oc2ccc(-c3ccc(-c4coc5ccccc45)cc3)cc2)ccc1C(=O)O,1160,5.935542011
O=C1C=C(c2ccccc2[N+](=O)[O-])c2ccccc2C1=O,1170,5.931814138
O=C(O)c1cccc(NC(=O)c2nc([C@H](Cc3ccc(OCc4ccccc4)cc3)NC(=O)C3CCCCC3)sc2-c2ccccc2)c1,1170,5.931814138
CCOS(=O)(=O)/C=C/c1ccc(O[C@@H]2CN(C(=O)C(=O)Nc3ccc(Oc4ccc(C(C)(C)C)cc4)cc3)C[C@@H]2Oc2ccc(CCS(=O)(=O)OCC)cc2)cc1,1170,5.931814138
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,1170,5.931814138
O=C(CCc1c[nH]c2ccccc12)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)c1nc(C(=O)Nc2cc(Br)ccc2C(=O)O)c(-c2ccccc2)s1,1180,5.928117993
CNc1nc(N)nc2nc(-c3cccc(Cl)c3Cl)ccc12,1180,5.928117993
CCOS(=O)(=O)/C=C/c1ccc(O[C@@H]2CN(C(=O)C(=O)Nc3ccc(Oc4ccc(CC)cc4)cc3)C[C@@H]2Oc2ccc(CCS(=O)(=O)OCC)cc2)cc1,1180,5.928117993
CC(C)(C)N.CCC/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O,1180,5.928117993
C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O.CC(C)(C)N,1180,5.928117993
CCCCc1oc2ccccc2c1Cc1ccc(-c2ccc(O)cc2)cc1,1190,5.924453039
CCCCc1oc2ccccc2c1Cc1ccc(-c2ccc(O)cc2)cc1,1190,5.924453039
O=P(O)(O)C(F)(F)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(c2nnn[nH]2)n2nnc3ccccc32)cc1,1200,5.920818754
O=C(O)c1cc2c(C#Cc3ccc(Oc4ccccc4)cc3)c(-c3ccccc3)oc2cc1O,1200,5.920818754
O=C(c1ccccc1)C(c1ccccc1)c1ccc(C(F)(F)P(=O)(O)O)cc1,1200,5.920818754
CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)cc2)cc1,1200,5.920818754
CCCOc1c2cccc1Cc1cc(C(P(=O)(O)O)P(=O)(O)O)cc(c1O)Cc1cccc(c1OCCC)Cc1cccc(c1O)C2,1200,5.920818754
CCCCCCCCCCCCCCCC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)[C@@H](C)CC)[C@@H](C)CC,1200,5.920818754
CCCCCCc1ccc(Oc2ccc(NC(=O)c3cc(COc4ccc(C(=O)C(=O)O)cc4)ccc3COc3ccc(C(=O)C(=O)O)cc3)cc2)cc1,1200,5.920818754
CCCCc1oc2ccccc2c1C(=O)c1ccc2c(Br)c(OC(Cc3ccccc3)C(=O)O)ccc2c1,1200,5.920818754
C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/C(C)(C)CC)oc3C)ccc2C[C@H]1C(=O)O.CC(C)(C)N,1200,5.920818754
O=C(c1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)c(Br)c1)c1ccccc1,1220,5.913640169
CCOS(=O)(=O)/C=C/c1ccc(O[C@@H]2CN(C(=O)C(=O)Nc3ccc(Oc4ccc(F)cc4)cc3)C[C@@H]2Oc2ccc(CCS(=O)(=O)OCC)cc2)cc1,1220,5.913640169
O=C(/C=C/c1ccccc1Cl)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,1250,5.903089987
CNC(=O)c1ccc2cc(Br)c(C(F)(F)P(=O)(O)O)cc2n1,1260,5.899629455
CCOS(=O)(=O)/C=C/c1ccc(O[C@@H]2CN(C(=O)C(=O)Nc3ccc(Oc4ccc5ccccc5c4)cc3)C[C@@H]2Oc2ccc(CCS(=O)(=O)OCC)cc2)cc1,1260,5.899629455
O=P(O)(O)C(F)(F)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(OCc2ccccc2)OCc2ccccc2)cc1,1300,5.886056648
O=C1NC(=O)N(Cc2ccc(Cl)c(Cl)c2)/C1=C/c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1,1300,5.886056648
O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)C3=NC[C@H](Cc4ccccc4)N3)cc2)S(=O)(=O)N1,1300,5.886056648
O=C1CC(c2ccc(C[C@H](Nc3nc4cc(C(F)(F)F)ccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,1300,5.886056648
O=C(O)CN(C(=O)Cc1ccccc1)c1ccc(CN(Cc2ccc3c(c2)OCO3)c2ccc(F)cc2)cc1,1300,5.886056648
CS(=O)(=O)Cc1ccc2cc(Br)c(C(F)(F)P(=O)(O)O)cc2c1,1300,5.886056648
COc1ccc(N2N=C3CSCC=C3C(C#N)=C2N)cc1,1300,5.886056648
CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccc(F)cc3)cs2)cc1,1300,5.886056648
CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccc(Br)cc3)cs2)cc1,1300,5.886056648
CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)O)c2)cc1,1300,5.886056648
CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)Nc3ccc(Oc4ccc(F)cc4)cc3)c2)cc1,1300,5.886056648
CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)Nc3ccc(C(C)C)cc3)c2)cc1,1300,5.886056648
CCCCc1oc2ccccc2c1Cc1ccc2cc(O)ccc2c1,1300,5.886056648
CCCC/C(=C\Cn1oc(=O)n(CC(=O)O)c1=O)c1cccc(Oc2cc(Cl)cc(Cl)c2)c1,1300,5.886056648
Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1-c1ccc2c(Br)c(OCC(=O)O)ccc2c1,1300,5.886056648
Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1-c1ccc(-c2ccc(OC(Cc3ccccc3)C(=O)O)cc2)cc1,1300,5.886056648
Cc1ccc(S(=O)(=O)Oc2cc(OCc3ccc(C(F)(F)F)cc3)c(/C=C3\SC(=O)NC3=O)cc2Br)cc1,1300,5.886056648
Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O.[Na+].[Na+].[Na+].[Na+],1300,5.886056648
CC(C)C[C@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@H]1CC[C@@H](C)[C@@]2(C)C1=CC[C@@H]1[C@H]2C1(C)C,1300,5.886056648
CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@H](NCCCNCCCCNCCCN)C[C@@H]1C[C@H]3O)OS(=O)(=O)O,1300,5.886056648
C=C1[C@@H]([C@@H](O)C[C@H](C)[C@H]2O[C@@]3(CCCCO3)CC[C@H]2C)O[C@@H]2CC[C@@]3(CC[C@H](/C=C/[C@@H](C)[C@@H]4CC(C)=C[C@@]5(O[C@H](C[C@@](C)(O)C(=O)O)CC[C@H]5O)O4)O3)O[C@H]2[C@@H]1O,1300,5.886056648
C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/C(CC)CC)oc3C)ccc2C[C@H]1C(=O)O.CC(C)(C)N,1300,5.886056648
COc1ccc(N2N=C3CSCC=C3C(C#N)=C2N)cc1,1300.17,5.885999859
C[C@@H](Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1)C(=O)O,1318.26,5.879998926
C[C@@H](Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ccccc34)cc2)cc1)C(=O)O,1320,5.879426069
CC1(C)CC[C@]2(CCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,1330,5.876148359
CC1(C)CC[C@]2(C(=O)OCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,1330,5.876148359
CC1(C)CC[C@]2(C(=O)OCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,1330,5.876148359
O=C(Nc1cccc2c1C(=O)C(=O)C=C2c1ccccc1)OCc1ccccc1,1340,5.872895202
CCNc1nc(N)nc2nc(-c3ccccc3C(F)(F)F)ccc12,1340,5.872895202
CC1(C)CC[C@]2(C)CC[C@]3(C)[C@](O)(C(=O)[C@@H](O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,1340,5.872895202
O=C(O)CCCCCN1C(=O)/C(=C/c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2Cl)SC1=S,1350,5.869666232
CNc1nc(N)nc2nc(-c3c(N4CCCCC4)cccc3C(F)(F)F)ccc12,1350,5.869666232
CNc1nc(N)nc2nc(-c3ccccc3[N+](=O)[O-])ccc12,1370,5.863279433
CCOS(=O)(=O)/C=C/c1ccc(O[C@@H]2CN(C(=O)Nc3ccc(Oc4ccc(C(C)C)cc4)cc3)C[C@H]2Oc2ccc(/C=C/S(=O)(=O)OCC)cc2)cc1,1370,5.863279433
Cc1ccc(Oc2ccc(-c3cnc(-c4cc(O)c(O)c(Br)c4Br)o3)cc2)cc1,1380,5.860120914
